instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
7610,11/18/2011,4,0,11,16,0,5,1,1,0.34,0.33,0.29,0.13,19.00,190.00,209.00
7611,11/18/2011,4,0,11,17,0,5,1,1,0.32,0.33,0.31,0.13,17.00,361.00,378.00
7612,11/18/2011,4,0,11,18,0,5,1,1,0.30,0.30,0.36,0.16,16.00,312.00,328.00
7613,11/18/2011,4,0,11,19,0,5,1,1,0.28,0.27,0.41,0.16,7.00,183.00,190.00
7614,11/18/2011,4,0,11,20,0,5,1,1,0.28,0.27,0.48,0.19,8.00,129.00,137.00
7615,11/18/2011,4,0,11,21,0,5,1,1,0.28,0.27,0.48,0.16,3.00,108.00,111.00
7616,11/18/2011,4,0,11,22,0,5,1,1,0.26,0.27,0.52,0.10,9.00,88.00,97.00
7617,11/18/2011,4,0,11,23,0,5,1,1,0.26,0.27,0.60,0.13,5.00,54.00,59.00
7618,11/19/2011,4,0,11,0,0,6,0,1,0.26,0.26,0.56,0.19,4.00,49.00,53.00
7619,11/19/2011,4,0,11,1,0,6,0,1,0.26,0.23,0.52,0.30,1.00,34.00,35.00
7620,11/19/2011,4,0,11,2,0,6,0,1,0.24,0.24,0.56,0.16,12.00,34.00,46.00
7621,11/19/2011,4,0,11,3,0,6,0,1,0.26,0.24,0.48,0.25,4.00,11.00,15.00
7622,11/19/2011,4,0,11,4,0,6,0,1,0.26,0.23,0.48,0.33,4.00,4.00,8.00
7623,11/19/2011,4,0,11,5,0,6,0,1,0.24,0.23,0.56,0.25,0.00,2.00,2.00
7624,11/19/2011,4,0,11,6,0,6,0,1,0.24,0.21,0.60,0.33,2.00,10.00,12.00
7625,11/19/2011,4,0,11,7,0,6,0,1,0.24,0.23,0.60,0.25,3.00,38.00,41.00
7626,11/19/2011,4,0,11,8,0,6,0,1,0.26,0.24,0.56,0.25,12.00,80.00,92.00
7627,11/19/2011,4,0,11,9,0,6,0,1,0.28,0.26,0.52,0.30,12.00,130.00,142.00
7628,11/19/2011,4,0,11,10,0,6,0,1,0.32,0.30,0.45,0.25,35.00,165.00,200.00
7629,11/19/2011,4,0,11,11,0,6,0,1,0.36,0.38,0.40,0.00,50.00,183.00,233.00
7630,11/19/2011,4,0,11,12,0,6,0,1,0.40,0.41,0.35,0.28,93.00,218.00,311.00
7631,11/19/2011,4,0,11,13,0,6,0,1,0.42,0.42,0.30,0.28,118.00,245.00,363.00
7632,11/19/2011,4,0,11,14,0,6,0,1,0.42,0.42,0.32,0.30,121.00,228.00,349.00
7633,11/19/2011,4,0,11,15,0,6,0,1,0.42,0.42,0.41,0.19,120.00,262.00,382.00
7634,11/19/2011,4,0,11,16,0,6,0,1,0.42,0.42,0.38,0.30,99.00,188.00,287.00
7635,11/19/2011,4,0,11,17,0,6,0,1,0.40,0.41,0.40,0.19,61.00,171.00,232.00
7636,11/19/2011,4,0,11,18,0,6,0,1,0.38,0.39,0.46,0.13,36.00,172.00,208.00
7637,11/19/2011,4,0,11,19,0,6,0,2,0.34,0.33,0.71,0.13,33.00,149.00,182.00
7638,11/19/2011,4,0,11,20,0,6,0,2,0.36,0.36,0.57,0.10,48.00,115.00,163.00
7639,11/19/2011,4,0,11,21,0,6,0,2,0.36,0.35,0.62,0.19,29.00,79.00,108.00
7640,11/19/2011,4,0,11,22,0,6,0,2,0.38,0.39,0.62,0.16,26.00,80.00,106.00
7641,11/19/2011,4,0,11,23,0,6,0,1,0.38,0.39,0.62,0.22,20.00,73.00,93.00
7642,11/20/2011,4,0,11,0,0,0,0,1,0.38,0.39,0.66,0.16,14.00,79.00,93.00
7643,11/20/2011,4,0,11,1,0,0,0,1,0.40,0.41,0.62,0.25,11.00,73.00,84.00
7644,11/20/2011,4,0,11,2,0,0,0,1,0.40,0.41,0.62,0.28,12.00,44.00,56.00
7645,11/20/2011,4,0,11,3,0,0,0,2,0.40,0.41,0.66,0.28,6.00,31.00,37.00
7646,11/20/2011,4,0,11,4,0,0,0,2,0.40,0.41,0.71,0.28,2.00,10.00,12.00
7647,11/20/2011,4,0,11,5,0,0,0,2,0.42,0.42,0.67,0.28,0.00,4.00,4.00
7648,11/20/2011,4,0,11,6,0,0,0,2,0.42,0.42,0.67,0.25,3.00,6.00,9.00
7649,11/20/2011,4,0,11,7,0,0,0,1,0.42,0.42,0.67,0.22,4.00,19.00,23.00
7650,11/20/2011,4,0,11,8,0,0,0,2,0.42,0.42,0.71,0.28,13.00,52.00,65.00
7651,11/20/2011,4,0,11,9,0,0,0,1,0.44,0.44,0.72,0.16,29.00,109.00,138.00
7652,11/20/2011,4,0,11,10,0,0,0,2,0.44,0.44,0.72,0.10,46.00,183.00,229.00
7653,11/20/2011,4,0,11,11,0,0,0,2,0.50,0.48,0.63,0.10,74.00,212.00,286.00
7654,11/20/2011,4,0,11,12,0,0,0,2,0.50,0.48,0.63,0.13,70.00,234.00,304.00
7655,11/20/2011,4,0,11,13,0,0,0,2,0.54,0.52,0.60,0.19,84.00,285.00,369.00
7656,11/20/2011,4,0,11,14,0,0,0,1,0.52,0.50,0.63,0.25,113.00,250.00,363.00
7657,11/20/2011,4,0,11,15,0,0,0,2,0.52,0.50,0.68,0.19,109.00,242.00,351.00
7658,11/20/2011,4,0,11,16,0,0,0,2,0.52,0.50,0.63,0.13,81.00,225.00,306.00
7659,11/20/2011,4,0,11,17,0,0,0,2,0.52,0.50,0.63,0.19,35.00,168.00,203.00
7660,11/20/2011,4,0,11,18,0,0,0,2,0.54,0.52,0.64,0.19,22.00,123.00,145.00
7661,11/20/2011,4,0,11,19,0,0,0,2,0.50,0.48,0.72,0.10,17.00,140.00,157.00
7662,11/20/2011,4,0,11,20,0,0,0,2,0.52,0.50,0.68,0.10,23.00,90.00,113.00
7663,11/20/2011,4,0,11,21,0,0,0,2,0.48,0.47,0.77,0.09,11.00,94.00,105.00
7664,11/20/2011,4,0,11,22,0,0,0,3,0.46,0.45,0.88,0.09,5.00,35.00,40.00
7665,11/20/2011,4,0,11,23,0,0,0,3,0.46,0.45,0.88,0.09,3.00,25.00,28.00
7666,11/21/2011,4,0,11,0,0,1,1,2,0.46,0.45,0.94,0.00,4.00,13.00,17.00
7667,11/21/2011,4,0,11,1,0,1,1,3,0.46,0.45,0.94,0.19,4.00,8.00,12.00
7668,11/21/2011,4,0,11,2,0,1,1,3,0.44,0.44,1.00,0.19,1.00,2.00,3.00
7669,11/21/2011,4,0,11,3,0,1,1,3,0.44,0.44,1.00,0.13,0.00,4.00,4.00
7670,11/21/2011,4,0,11,4,0,1,1,3,0.44,0.44,1.00,0.13,0.00,5.00,5.00
7671,11/21/2011,4,0,11,5,0,1,1,2,0.44,0.44,1.00,0.00,0.00,20.00,20.00
7672,11/21/2011,4,0,11,6,0,1,1,2,0.42,0.42,1.00,0.00,0.00,76.00,76.00
7673,11/21/2011,4,0,11,7,0,1,1,2,0.46,0.45,0.94,0.16,17.00,229.00,246.00
7674,11/21/2011,4,0,11,8,0,1,1,2,0.46,0.45,0.94,0.00,13.00,378.00,391.00
7675,11/21/2011,4,0,11,9,0,1,1,2,0.48,0.47,0.94,0.10,15.00,222.00,237.00
7676,11/21/2011,4,0,11,10,0,1,1,2,0.52,0.50,0.83,0.00,25.00,110.00,135.00
7677,11/21/2011,4,0,11,11,0,1,1,2,0.52,0.50,0.83,0.10,16.00,112.00,128.00
7678,11/21/2011,4,0,11,12,0,1,1,2,0.50,0.48,0.77,0.13,24.00,138.00,162.00
7679,11/21/2011,4,0,11,13,0,1,1,2,0.50,0.48,0.77,0.13,13.00,121.00,134.00
7680,11/21/2011,4,0,11,14,0,1,1,2,0.48,0.47,0.82,0.19,14.00,121.00,135.00
7681,11/21/2011,4,0,11,15,0,1,1,3,0.44,0.44,0.94,0.22,15.00,93.00,108.00
7682,11/21/2011,4,0,11,16,0,1,1,3,0.44,0.44,0.94,0.22,13.00,95.00,108.00
7683,11/21/2011,4,0,11,17,0,1,1,3,0.42,0.42,0.94,0.30,10.00,200.00,210.00
7684,11/21/2011,4,0,11,18,0,1,1,3,0.42,0.42,0.88,0.19,8.00,184.00,192.00
7685,11/21/2011,4,0,11,19,0,1,1,3,0.40,0.41,0.94,0.19,2.00,135.00,137.00
7686,11/21/2011,4,0,11,20,0,1,1,3,0.40,0.41,0.87,0.22,5.00,75.00,80.00
7687,11/21/2011,4,0,11,21,0,1,1,3,0.40,0.41,0.87,0.16,11.00,103.00,114.00
7688,11/21/2011,4,0,11,22,0,1,1,3,0.40,0.41,0.87,0.13,6.00,72.00,78.00
7689,11/21/2011,4,0,11,23,0,1,1,3,0.40,0.41,0.87,0.16,4.00,29.00,33.00
7690,11/22/2011,4,0,11,0,0,2,1,3,0.38,0.39,0.94,0.10,0.00,14.00,14.00
7691,11/22/2011,4,0,11,1,0,2,1,3,0.40,0.41,0.94,0.13,1.00,5.00,6.00
7692,11/22/2011,4,0,11,2,0,2,1,3,0.38,0.39,1.00,0.10,2.00,4.00,6.00
7693,11/22/2011,4,0,11,3,0,2,1,3,0.38,0.39,1.00,0.10,1.00,2.00,3.00
7694,11/22/2011,4,0,11,4,0,2,1,3,0.38,0.39,0.94,0.16,0.00,7.00,7.00
7695,11/22/2011,4,0,11,5,0,2,1,3,0.38,0.39,0.94,0.16,1.00,17.00,18.00
7696,11/22/2011,4,0,11,6,0,2,1,2,0.38,0.39,0.94,0.10,1.00,63.00,64.00
7697,11/22/2011,4,0,11,7,0,2,1,3,0.38,0.39,0.94,0.22,2.00,119.00,121.00
7698,11/22/2011,4,0,11,8,0,2,1,3,0.38,0.39,0.94,0.22,5.00,185.00,190.00
7699,11/22/2011,4,0,11,9,0,2,1,3,0.40,0.41,0.94,0.00,2.00,147.00,149.00
7700,11/22/2011,4,0,11,10,0,2,1,3,0.40,0.41,0.94,0.00,6.00,46.00,52.00
7701,11/22/2011,4,0,11,11,0,2,1,3,0.40,0.41,0.94,0.13,4.00,28.00,32.00
7702,11/22/2011,4,0,11,12,0,2,1,3,0.40,0.41,1.00,0.09,3.00,18.00,21.00
7703,11/22/2011,4,0,11,13,0,2,1,3,0.42,0.42,1.00,0.09,4.00,22.00,26.00
7704,11/22/2011,4,0,11,14,0,2,1,3,0.42,0.42,1.00,0.09,4.00,31.00,35.00
7705,11/22/2011,4,0,11,15,0,2,1,3,0.44,0.44,0.94,0.00,2.00,32.00,34.00
7706,11/22/2011,4,0,11,16,0,2,1,3,0.44,0.44,0.94,0.00,3.00,59.00,62.00
7707,11/22/2011,4,0,11,17,0,2,1,3,0.44,0.44,1.00,0.09,4.00,161.00,165.00
7708,11/22/2011,4,0,11,18,0,2,1,3,0.44,0.44,1.00,0.00,0.00,148.00,148.00
7709,11/22/2011,4,0,11,19,0,2,1,3,0.46,0.45,0.94,0.10,5.00,106.00,111.00
7710,11/22/2011,4,0,11,20,0,2,1,2,0.46,0.45,1.00,0.22,6.00,121.00,127.00
7711,11/22/2011,4,0,11,21,0,2,1,2,0.46,0.45,1.00,0.25,4.00,86.00,90.00
7712,11/22/2011,4,0,11,22,0,2,1,2,0.50,0.48,0.94,0.19,6.00,81.00,87.00
7713,11/22/2011,4,0,11,23,0,2,1,2,0.48,0.47,0.94,0.25,3.00,36.00,39.00
7714,11/23/2011,4,0,11,0,0,3,1,2,0.48,0.47,0.94,0.25,2.00,14.00,16.00
7715,11/23/2011,4,0,11,1,0,3,1,2,0.48,0.47,0.94,0.30,0.00,8.00,8.00
7716,11/23/2011,4,0,11,2,0,3,1,3,0.50,0.48,0.94,0.36,1.00,5.00,6.00
7717,11/23/2011,4,0,11,3,0,3,1,3,0.50,0.48,0.94,0.36,1.00,2.00,3.00
7718,11/23/2011,4,0,11,4,0,3,1,3,0.52,0.50,0.88,0.36,0.00,5.00,5.00
7719,11/23/2011,4,0,11,5,0,3,1,2,0.46,0.45,0.94,0.19,1.00,16.00,17.00
7720,11/23/2011,4,0,11,6,0,3,1,2,0.44,0.44,1.00,0.00,1.00,68.00,69.00
7721,11/23/2011,4,0,11,7,0,3,1,2,0.46,0.45,1.00,0.09,2.00,154.00,156.00
7722,11/23/2011,4,0,11,8,0,3,1,2,0.48,0.47,0.94,0.10,7.00,316.00,323.00
7723,11/23/2011,4,0,11,9,0,3,1,2,0.52,0.50,0.94,0.19,3.00,164.00,167.00
7724,11/23/2011,4,0,11,10,0,3,1,2,0.52,0.50,0.94,0.19,6.00,70.00,76.00
7725,11/23/2011,4,0,11,11,0,3,1,2,0.50,0.48,0.72,0.42,9.00,107.00,116.00
7726,11/23/2011,4,0,11,12,0,3,1,1,0.48,0.47,0.55,0.42,9.00,151.00,160.00
7727,11/23/2011,4,0,11,13,0,3,1,2,0.44,0.44,0.54,0.49,12.00,162.00,174.00
7728,11/23/2011,4,0,11,14,0,3,1,1,0.42,0.42,0.54,0.46,13.00,200.00,213.00
7729,11/23/2011,4,0,11,15,0,3,1,2,0.42,0.42,0.54,0.45,13.00,194.00,207.00
7730,11/23/2011,4,0,11,16,0,3,1,2,0.40,0.41,0.62,0.46,4.00,169.00,173.00
7731,11/23/2011,4,0,11,17,0,3,1,3,0.38,0.39,0.71,0.39,7.00,156.00,163.00
7732,11/23/2011,4,0,11,18,0,3,1,2,0.40,0.41,0.58,0.52,7.00,138.00,145.00
7733,11/23/2011,4,0,11,19,0,3,1,1,0.38,0.39,0.58,0.39,6.00,116.00,122.00
7734,11/23/2011,4,0,11,20,0,3,1,1,0.36,0.33,0.62,0.39,1.00,67.00,68.00
7735,11/23/2011,4,0,11,21,0,3,1,1,0.36,0.32,0.57,0.46,0.00,66.00,66.00
7736,11/23/2011,4,0,11,22,0,3,1,1,0.34,0.30,0.61,0.45,3.00,59.00,62.00
7737,11/23/2011,4,0,11,23,0,3,1,1,0.34,0.30,0.61,0.36,4.00,47.00,51.00
7738,11/24/2011,4,0,11,0,1,4,0,1,0.32,0.30,0.57,0.22,1.00,22.00,23.00
7739,11/24/2011,4,0,11,1,1,4,0,1,0.32,0.29,0.57,0.42,1.00,23.00,24.00
7740,11/24/2011,4,0,11,2,1,4,0,1,0.30,0.29,0.61,0.28,3.00,19.00,22.00
7741,11/24/2011,4,0,11,3,1,4,0,1,0.28,0.29,0.65,0.13,1.00,4.00,5.00
7742,11/24/2011,4,0,11,4,1,4,0,1,0.30,0.32,0.61,0.09,1.00,1.00,2.00
7743,11/24/2011,4,0,11,5,1,4,0,1,0.30,0.32,0.61,0.10,1.00,10.00,11.00
7744,11/24/2011,4,0,11,6,1,4,0,1,0.30,0.32,0.61,0.09,1.00,5.00,6.00
7745,11/24/2011,4,0,11,7,1,4,0,1,0.26,0.27,0.75,0.10,9.00,31.00,40.00
7746,11/24/2011,4,0,11,8,1,4,0,1,0.30,0.32,0.65,0.09,4.00,42.00,46.00
7747,11/24/2011,4,0,11,9,1,4,0,1,0.34,0.35,0.61,0.00,13.00,68.00,81.00
7748,11/24/2011,4,0,11,10,1,4,0,1,0.36,0.38,0.57,0.00,34.00,64.00,98.00
7749,11/24/2011,4,0,11,11,1,4,0,1,0.42,0.42,0.41,0.30,52.00,90.00,142.00
7750,11/24/2011,4,0,11,12,1,4,0,1,0.46,0.45,0.36,0.22,62.00,88.00,150.00
7751,11/24/2011,4,0,11,13,1,4,0,1,0.48,0.47,0.33,0.22,84.00,91.00,175.00
7752,11/24/2011,4,0,11,14,1,4,0,1,0.50,0.48,0.31,0.30,74.00,94.00,168.00
7753,11/24/2011,4,0,11,15,1,4,0,1,0.50,0.48,0.31,0.25,78.00,71.00,149.00
7754,11/24/2011,4,0,11,16,1,4,0,1,0.50,0.48,0.34,0.28,48.00,66.00,114.00
7755,11/24/2011,4,0,11,17,1,4,0,1,0.48,0.47,0.33,0.10,34.00,40.00,74.00
7756,11/24/2011,4,0,11,18,1,4,0,1,0.42,0.42,0.50,0.09,13.00,24.00,37.00
7757,11/24/2011,4,0,11,19,1,4,0,1,0.40,0.41,0.54,0.10,15.00,13.00,28.00
7758,11/24/2011,4,0,11,20,1,4,0,1,0.36,0.35,0.76,0.16,14.00,17.00,31.00
7759,11/24/2011,4,0,11,21,1,4,0,1,0.36,0.35,0.71,0.16,7.00,19.00,26.00
7760,11/24/2011,4,0,11,22,1,4,0,1,0.36,0.35,0.71,0.16,8.00,14.00,22.00
7761,11/24/2011,4,0,11,23,1,4,0,1,0.34,0.35,0.76,0.10,2.00,19.00,21.00
7762,11/25/2011,4,0,11,0,0,5,1,1,0.34,0.33,0.76,0.16,7.00,22.00,29.00
7763,11/25/2011,4,0,11,1,0,5,1,1,0.34,0.36,0.76,0.00,2.00,12.00,14.00
7764,11/25/2011,4,0,11,2,0,5,1,1,0.28,0.29,0.81,0.10,4.00,6.00,10.00
7765,11/25/2011,4,0,11,3,0,5,1,1,0.28,0.29,0.75,0.10,0.00,2.00,2.00
7766,11/25/2011,4,0,11,4,0,5,1,1,0.30,0.32,0.75,0.10,4.00,3.00,7.00
7767,11/25/2011,4,0,11,5,0,5,1,1,0.28,0.32,0.75,0.00,2.00,3.00,5.00
7768,11/25/2011,4,0,11,6,0,5,1,1,0.26,0.27,0.81,0.10,4.00,9.00,13.00
7769,11/25/2011,4,0,11,7,0,5,1,1,0.26,0.30,0.81,0.00,4.00,31.00,35.00
7770,11/25/2011,4,0,11,8,0,5,1,1,0.26,0.27,0.81,0.13,6.00,68.00,74.00
7771,11/25/2011,4,0,11,9,0,5,1,1,0.32,0.35,0.76,0.00,25.00,70.00,95.00
7772,11/25/2011,4,0,11,10,0,5,1,1,0.36,0.35,0.71,0.16,60.00,82.00,142.00
7773,11/25/2011,4,0,11,11,0,5,1,1,0.40,0.41,0.66,0.10,99.00,127.00,226.00
7774,11/25/2011,4,0,11,12,0,5,1,1,0.46,0.45,0.51,0.10,126.00,146.00,272.00
7775,11/25/2011,4,0,11,13,0,5,1,1,0.50,0.48,0.45,0.22,143.00,140.00,283.00
7776,11/25/2011,4,0,11,14,0,5,1,1,0.52,0.50,0.39,0.22,122.00,150.00,272.00
7777,11/25/2011,4,0,11,15,0,5,1,1,0.52,0.50,0.36,0.19,165.00,145.00,310.00
7778,11/25/2011,4,0,11,16,0,5,1,1,0.50,0.48,0.39,0.16,122.00,139.00,261.00
7779,11/25/2011,4,0,11,17,0,5,1,1,0.50,0.48,0.34,0.10,57.00,127.00,184.00
7780,11/25/2011,4,0,11,18,0,5,1,1,0.46,0.45,0.44,0.09,45.00,108.00,153.00
7781,11/25/2011,4,0,11,19,0,5,1,1,0.42,0.42,0.67,0.00,38.00,96.00,134.00
7782,11/25/2011,4,0,11,20,0,5,1,1,0.40,0.41,0.58,0.09,19.00,76.00,95.00
7783,11/25/2011,4,0,11,21,0,5,1,1,0.36,0.38,0.71,0.00,24.00,61.00,85.00
7784,11/25/2011,4,0,11,22,0,5,1,1,0.34,0.35,0.71,0.09,12.00,46.00,58.00
7785,11/25/2011,4,0,11,23,0,5,1,1,0.34,0.35,0.76,0.10,5.00,28.00,33.00
7786,11/26/2011,4,0,11,0,0,6,0,1,0.34,0.35,0.76,0.10,9.00,38.00,47.00
7787,11/26/2011,4,0,11,1,0,6,0,1,0.32,0.33,0.76,0.09,5.00,24.00,29.00
7788,11/26/2011,4,0,11,2,0,6,0,1,0.30,0.32,0.81,0.10,3.00,20.00,23.00
7789,11/26/2011,4,0,11,3,0,6,0,1,0.30,0.33,0.81,0.00,8.00,9.00,17.00
7790,11/26/2011,4,0,11,4,0,6,0,1,0.30,0.33,0.81,0.00,0.00,4.00,4.00
7791,11/26/2011,4,0,11,5,0,6,0,1,0.30,0.32,0.75,0.10,0.00,3.00,3.00
7792,11/26/2011,4,0,11,6,0,6,0,2,0.30,0.32,0.75,0.09,2.00,8.00,10.00
7793,11/26/2011,4,0,11,7,0,6,0,1,0.26,0.27,0.87,0.10,4.00,13.00,17.00
7794,11/26/2011,4,0,11,8,0,6,0,1,0.32,0.33,0.76,0.09,10.00,50.00,60.00
7795,11/26/2011,4,0,11,9,0,6,0,1,0.34,0.35,0.76,0.09,16.00,67.00,83.00
7796,11/26/2011,4,0,11,10,0,6,0,1,0.36,0.38,0.81,0.00,57.00,84.00,141.00
7797,11/26/2011,4,0,11,11,0,6,0,1,0.40,0.41,0.62,0.10,107.00,123.00,230.00
7798,11/26/2011,4,0,11,12,0,6,0,1,0.44,0.44,0.51,0.00,137.00,172.00,309.00
7799,11/26/2011,4,0,11,13,0,6,0,1,0.48,0.47,0.44,0.00,177.00,148.00,325.00
7800,11/26/2011,4,0,11,14,0,6,0,2,0.48,0.47,0.48,0.13,141.00,158.00,299.00
7801,11/26/2011,4,0,11,15,0,6,0,2,0.50,0.48,0.42,0.10,154.00,160.00,314.00
7802,11/26/2011,4,0,11,16,0,6,0,2,0.46,0.45,0.47,0.13,137.00,138.00,275.00
7803,11/26/2011,4,0,11,17,0,6,0,2,0.46,0.45,0.47,0.13,62.00,122.00,184.00
7804,11/26/2011,4,0,11,18,0,6,0,2,0.42,0.42,0.62,0.16,67.00,118.00,185.00
7805,11/26/2011,4,0,11,19,0,6,0,2,0.40,0.41,0.71,0.09,46.00,100.00,146.00
7806,11/26/2011,4,0,11,20,0,6,0,2,0.42,0.42,0.58,0.00,55.00,86.00,141.00
7807,11/26/2011,4,0,11,21,0,6,0,2,0.38,0.39,0.82,0.00,20.00,72.00,92.00
7808,11/26/2011,4,0,11,22,0,6,0,2,0.38,0.39,0.76,0.00,14.00,51.00,65.00
7809,11/26/2011,4,0,11,23,0,6,0,1,0.36,0.38,0.81,0.00,18.00,51.00,69.00
7810,11/27/2011,4,0,11,0,0,0,0,1,0.36,0.38,0.81,0.00,7.00,39.00,46.00
7811,11/27/2011,4,0,11,1,0,0,0,1,0.36,0.38,0.81,0.00,9.00,35.00,44.00
7812,11/27/2011,4,0,11,2,0,0,0,1,0.34,0.36,0.81,0.00,9.00,22.00,31.00
7813,11/27/2011,4,0,11,3,0,0,0,1,0.34,0.36,0.87,0.00,9.00,8.00,17.00
7814,11/27/2011,4,0,11,4,0,0,0,1,0.34,0.35,0.87,0.10,0.00,4.00,4.00
7815,11/27/2011,4,0,11,5,0,0,0,1,0.36,0.35,0.87,0.19,0.00,5.00,5.00
7816,11/27/2011,4,0,11,6,0,0,0,1,0.38,0.39,0.82,0.16,0.00,9.00,9.00
7817,11/27/2011,4,0,11,7,0,0,0,1,0.38,0.39,0.87,0.22,12.00,11.00,23.00
7818,11/27/2011,4,0,11,8,0,0,0,1,0.40,0.41,0.82,0.30,6.00,36.00,42.00
7819,11/27/2011,4,0,11,9,0,0,0,1,0.46,0.45,0.72,0.28,21.00,90.00,111.00
7820,11/27/2011,4,0,11,10,0,0,0,1,0.46,0.45,0.72,0.28,58.00,131.00,189.00
7821,11/27/2011,4,0,11,11,0,0,0,1,0.50,0.48,0.63,0.36,83.00,157.00,240.00
7822,11/27/2011,4,0,11,12,0,0,0,1,0.54,0.52,0.56,0.28,63.00,193.00,256.00
7823,11/27/2011,4,0,11,13,0,0,0,1,0.54,0.52,0.60,0.19,97.00,216.00,313.00
7824,11/27/2011,4,0,11,14,0,0,0,1,0.62,0.62,0.43,0.46,113.00,200.00,313.00
7825,11/27/2011,4,0,11,15,0,0,0,1,0.62,0.62,0.43,0.28,96.00,221.00,317.00
7826,11/27/2011,4,0,11,16,0,0,0,1,0.56,0.53,0.52,0.25,94.00,229.00,323.00
7827,11/27/2011,4,0,11,17,0,0,0,1,0.54,0.52,0.56,0.19,37.00,167.00,204.00
7828,11/27/2011,4,0,11,18,0,0,0,1,0.50,0.48,0.63,0.16,25.00,130.00,155.00
7829,11/27/2011,4,0,11,19,0,0,0,1,0.48,0.47,0.67,0.22,30.00,109.00,139.00
7830,11/27/2011,4,0,11,20,0,0,0,1,0.50,0.48,0.63,0.25,10.00,94.00,104.00
7831,11/27/2011,4,0,11,21,0,0,0,1,0.48,0.47,0.67,0.28,13.00,75.00,88.00
7832,11/27/2011,4,0,11,22,0,0,0,1,0.48,0.47,0.72,0.25,13.00,53.00,66.00
7833,11/27/2011,4,0,11,23,0,0,0,1,0.48,0.47,0.72,0.25,5.00,27.00,32.00
7834,11/28/2011,4,0,11,0,0,1,1,1,0.46,0.45,0.77,0.28,6.00,10.00,16.00
7835,11/28/2011,4,0,11,1,0,1,1,1,0.46,0.45,0.77,0.30,1.00,12.00,13.00
7836,11/28/2011,4,0,11,3,0,1,1,1,0.44,0.44,0.88,0.22,1.00,4.00,5.00
7837,11/28/2011,4,0,11,4,0,1,1,1,0.44,0.44,0.82,0.09,0.00,4.00,4.00
7838,11/28/2011,4,0,11,5,0,1,1,1,0.40,0.41,0.87,0.00,0.00,34.00,34.00
7839,11/28/2011,4,0,11,6,0,1,1,1,0.42,0.42,0.82,0.09,6.00,98.00,104.00
7840,11/28/2011,4,0,11,7,0,1,1,1,0.42,0.42,0.88,0.00,7.00,270.00,277.00
7841,11/28/2011,4,0,11,8,0,1,1,2,0.42,0.42,0.94,0.00,13.00,394.00,407.00
7842,11/28/2011,4,0,11,9,0,1,1,2,0.44,0.44,0.88,0.22,17.00,191.00,208.00
7843,11/28/2011,4,0,11,10,0,1,1,2,0.48,0.47,0.77,0.13,21.00,86.00,107.00
7844,11/28/2011,4,0,11,11,0,1,1,2,0.52,0.50,0.68,0.10,11.00,107.00,118.00
7845,11/28/2011,4,0,11,12,0,1,1,1,0.56,0.53,0.60,0.10,13.00,165.00,178.00
7846,11/28/2011,4,0,11,13,0,1,1,2,0.58,0.55,0.56,0.00,25.00,137.00,162.00
7847,11/28/2011,4,0,11,14,0,1,1,1,0.60,0.62,0.56,0.00,14.00,129.00,143.00
7848,11/28/2011,4,0,11,15,0,1,1,1,0.58,0.55,0.60,0.16,18.00,132.00,150.00
7849,11/28/2011,4,0,11,16,0,1,1,1,0.56,0.53,0.60,0.19,24.00,240.00,264.00
7850,11/28/2011,4,0,11,17,0,1,1,1,0.58,0.55,0.56,0.19,24.00,444.00,468.00
7851,11/28/2011,4,0,11,18,0,1,1,1,0.56,0.53,0.64,0.22,20.00,396.00,416.00
7852,11/28/2011,4,0,11,19,0,1,1,1,0.54,0.52,0.73,0.22,4.00,260.00,264.00
7853,11/28/2011,4,0,11,20,0,1,1,2,0.54,0.52,0.73,0.25,12.00,206.00,218.00
7854,11/28/2011,4,0,11,21,0,1,1,2,0.54,0.52,0.77,0.22,4.00,152.00,156.00
7855,11/28/2011,4,0,11,22,0,1,1,2,0.52,0.50,0.83,0.10,7.00,102.00,109.00
7856,11/28/2011,4,0,11,23,0,1,1,2,0.52,0.50,0.83,0.13,5.00,41.00,46.00
7857,11/29/2011,4,0,11,0,0,2,1,1,0.52,0.50,0.83,0.00,4.00,18.00,22.00
7858,11/29/2011,4,0,11,1,0,2,1,1,0.52,0.50,0.83,0.09,1.00,16.00,17.00
7859,11/29/2011,4,0,11,2,0,2,1,2,0.50,0.48,0.88,0.00,0.00,5.00,5.00
7860,11/29/2011,4,0,11,3,0,2,1,2,0.50,0.48,0.88,0.00,0.00,2.00,2.00
7861,11/29/2011,4,0,11,4,0,2,1,2,0.52,0.50,0.83,0.33,1.00,5.00,6.00
7862,11/29/2011,4,0,11,5,0,2,1,1,0.50,0.48,0.88,0.28,1.00,21.00,22.00
7863,11/29/2011,4,0,11,6,0,2,1,1,0.52,0.50,0.83,0.28,1.00,88.00,89.00
7864,11/29/2011,4,0,11,7,0,2,1,1,0.52,0.50,0.77,0.22,12.00,330.00,342.00
7865,11/29/2011,4,0,11,8,0,2,1,1,0.54,0.52,0.77,0.28,9.00,440.00,449.00
7866,11/29/2011,4,0,11,9,0,2,1,3,0.56,0.53,0.73,0.42,5.00,197.00,202.00
7867,11/29/2011,4,0,11,10,0,2,1,3,0.56,0.53,0.73,0.42,2.00,34.00,36.00
